Name,Formula,Area_Blank,Area_1_2,Area_1_1,Area_100_2,Area_100_1,Area_25_2,Area_25_1,Area_873_2,Area_873_1,Area_50_2,Area_50_1,Area_Std1,Area_Std2,Area_Std3,Group_Area_NaCl_1,Group_Area_NaCl_25,Group_Area_NaCl_50,Group_Area_NaCl_100,Group_Area_NaCl_400,Group_Area_Std1,Group_Area_Std2,Group_Area_Std3,Ratio_NaCl_1,Ratio_NaCl_25,Ratio_NaCl_50,Ratio_NaCl_100,Ratio_NaCl_400,Ratio_Std1,Ratio_Std2,Ratio_Std3
heptafluoropropane,C3 H F7,5905788.378,357330838.2,113597302.2,2739718.38,19576025.05,246911703.1,296044639.9,717044.3978,858700.3019,313227751.8,158829756,25143792.89,15740718.52,11943006.02,235464070.2,271478171.5,236028753.9,11157871.71,787872.3499,25143792.89,15740718.52,11943006.02,25.617,29.535,25.679,1.214,0.086,2.735,1.712,1.299
,C9 H6 N O P S,11899.97235,3046483.578,3062046.674,43801289.61,42332516.15,29229562.4,29314111.47,5582345.863,10474212.06,34484201.28,34765489.35,180762400.3,43330322.48,10863220.86,3054265.126,29271836.94,34624845.32,43066902.88,8028278.96,180762400.3,43330322.48,10863220.86,254.894,2442.883,2889.619,3594.151,670.001,15085.539,3616.135,906.591
Adenosine monophosphate,C10 H14 N5 O7 P,17360.43224,48351968.22,60892464.92,126678265.2,185347009.1,163746560.4,98794004.55,101456.0278,459937.8832,145119267.2,159031271.1,342196.0404,47918.3005,26665.97676,54622216.57,131270282.5,152075269.1,156012637.1,280696.9555,342196.0404,47918.3005,26665.97676,3323.882,7988.086,9254.115,9493.712,17.081,20.823,2.916,1.623
3-Buten-1-amine,C4 H9 N,68375.69551,82298693.49,88129057.23,121639132.4,185467849.6,150829685.1,159448612.1,31379348.82,48301183.02,129086159,148068017.1,598197.7866,225269.9152,203039.1914,85213875.36,155139148.6,138577088.1,153553491,39840265.92,598197.7866,225269.9152,203039.1914,1459.616,2657.356,2373.667,2630.195,682.418,10.246,3.859,3.478
4-(trifluoromethyl)nicotinic acid,C7 H4 F3 N O2,51594.97321,328096.7411,296579.0465,81135682.43,105206575.5,20963286.98,17939048.08,47302795.38,89662904.46,41468344.97,42205082.4,236827461.1,144461054.5,34782638.57,312337.8938,19451167.53,41836713.69,93171128.96,68482849.92,236827461.1,144461054.5,34782638.57,5.823,362.635,779.977,1737.023,1276.75,4415.259,2693.239,648.465
2-Furoic acid,C5 H4 O3,60213.86376,308660.1541,237977.3268,56237.91059,54136.13039,228364.2752,212392.1762,165178.3598,321760.9734,165806.5387,199019.2701,214675684.6,835232.1657,986229.9821,273318.7404,220378.2257,182412.9044,55187.02049,243469.6666,214675684.6,835232.1657,986229.9821,4.798,3.868,3.202,0.969,4.274,3768.295,14.661,17.312
N-acetylneuraminic acid 9-phosphate,C11 H20 N O12 P,29337.33297,33322.7348,45214.06184,39369.4808,36398.61033,33228.73351,40632.43054,32286.24306,31759.65409,33542.70138,31918.48974,230430652,207089.6309,119151.9005,39268.39832,36930.58203,32730.59556,37884.04557,32022.94858,230430652,207089.6309,119151.9005,1.358,1.278,1.132,1.311,1.108,7971.203,7.164,4.122
D-(+)-Maltose,C12 H22 O11,8903.019555,130210.4742,60490.89966,2924516.743,1883583.506,587754.0053,444729.1891,175422725.3,241545130.7,1174050.332,1040527.677,267202.3954,428812.7315,368608.0534,95350.68692,516241.5972,1107289.005,2404050.124,208483928,267202.3954,428812.7315,368608.0534,10.052,54.424,116.735,253.444,21979.202,28.17,45.207,38.86
Pyrophosphoric Acid,H4 O7 P2,14468.92226,401204.8602,378297.2509,771838.6247,1916542.834,1239807.231,616261.8174,243971458.6,5638494.856,1596698.387,4667666.129,27458842.34,12540.57128,66558.225,389751.0555,928034.5243,3132182.258,1344190.73,124804976.7,27458842.34,12540.57128,66558.225,33.793,80.464,271.57,116.546,10820.984,2380.768,1.087,5.771
DL-Lactic Acid,C3 H6 O3,791836.2372,192248790.7,113958066.4,122536739.3,71045362.32,184445450.2,185278256.7,20608734.84,32721052.77,139954172.8,175438215.3,17853003.79,258872512,244500325.6,153103428.6,184861853.4,157696194,96791050.8,26664893.81,17853003.79,258872512,244500325.6,127.831,154.347,131.666,80.814,22.263,14.906,216.141,204.141
Purinol,C5 H4 N4 O,44181.15272,214030496.8,246315862.7,149111217.1,137939429.2,255982686.7,236516642.4,21950700.92,23699581.11,191712754.8,199728400.7,661569.5862,453190.633,248700.4191,230173179.7,246249664.6,195720577.8,143525323.2,22825141.01,661569.5862,453190.633,248700.4191,6215.16,6649.258,5284.867,3875.485,616.327,17.864,12.237,6.715
MFCD05663655,C4 H6 O4,81883.83346,226476159.3,202611718.4,290428135.8,325568317.2,170581295.9,175148922.8,2726554.868,207217099.3,302069464.8,268939249.2,5743398.324,1152196.938,1358967.741,214543938.8,172865109.4,285504357,307998226.5,104971827.1,5743398.324,1152196.938,1358967.741,2726.699,2196.991,3628.554,3914.435,1334.116,72.994,14.644,17.271
N-Acetyl-L-aspartic acid,C6 H9 N O5,39999.74815,184995.4683,189481.0549,374343.0549,342552.2429,190841.2918,216379.6942,449806744.9,1169225.524,270429.244,219411.6008,160717.9971,40534.41915,41376.95843,187238.2616,203610.493,244920.4224,358447.6489,225487985.2,160717.9971,40534.41915,41376.95843,4.899,5.327,6.408,9.379,5899.75,4.205,1.061,1.083
Avagacestat,C20 H17 Cl F4 N4 O4 S,63414.76796,635301.4519,509792.0576,1233024.235,967563.6287,549674.4561,471484.7181,73175.62867,71840.41272,436832.0325,455321.884,337755033.9,308768.3134,313649.5595,572546.7547,510579.5871,446076.9582,1100293.932,72508.0207,337755033.9,308768.3134,313649.5595,9.202,8.206,7.169,17.684,1.165,5428.418,4.963,5.041
Glutathione,C20 H32 N6 O12 S2,23547.43595,209627936.3,180939205.8,233573517.1,268415033,277265330.3,314433714.9,40036.37941,150497.587,248666733.5,351007189.9,102908.9339,29574.60018,25565.06866,195283571.1,295849522.6,299836961.7,250994275,95266.9832,102908.9339,29574.60018,25565.06866,8394.333,12717.195,12888.597,10789.077,4.095,4.424,1.271,1.099
,C7 H8 N2 O17 P2,100361.8181,26562.17107,31574.52321,5964420.395,9144234.958,503525.117,495952.896,27575364.88,28695931.6,2287529.717,2495979.419,7911633.122,14133582.45,17511330.25,29068.34714,499739.0065,2391754.568,7554327.676,28135648.24,7911633.122,14133582.45,17511330.25,2.243,38.565,184.574,582.975,2171.256,610.548,1090.702,1351.367
,C9 H3 O18 P,20935.86456,108213.0223,94937.98286,11076940.63,16078980.06,520307.5665,368426.0204,74783356.29,74255795.26,3276552.295,2868977.186,12253849.39,23238781.74,30961765.51,101575.5026,444366.7935,3072764.741,13577960.34,74519575.78,12253849.39,23238781.74,30961765.51,5.028,21.997,152.107,672.133,3688.852,606.587,1150.361,1532.663
Ureidosuccinic acid,C5 H8 N2 O5,8751.252451,48534.31862,55354.12785,40137.37276,42198.68267,50333.38912,75210.28171,71669742.1,2890412.146,41801.90563,34721.84787,99067.3938,74237.87124,90778.15967,51944.22324,62771.83541,38261.87675,41168.02771,37280077.12,99067.3938,74237.87124,90778.15967,6.201,7.494,4.568,4.915,4450.422,11.826,8.862,10.837
"N-(2,4-Dihydroxy-3-methoxybenzoyl)glycine",C10 H11 N O6,9904.181743,23528447.05,16850992.56,19455999.66,25810512.94,35642436.37,26516822.9,9191096.196,11247730.09,23732752.15,23773709.03,32091.43163,43968.03633,19287.87263,20189719.81,31079629.64,23753230.59,22633256.3,10219413.14,32091.43163,43968.03633,19287.87263,2100.128,3232.892,2470.803,2354.303,1063.02,3.338,4.574,2.006
"2,5-Diketopiperazine",C4 H6 N2 O2,37593.36951,20124525.05,23747009.08,36002005.04,32055141.83,20460791.55,24797936.1,73988.1261,105007.1813,30133125.88,32304295.22,34413.82898,89904.63035,101466.8118,21935767.06,22629363.82,31218710.55,34028573.43,89497.6537,34413.82898,89904.63035,101466.8118,1630.219,1681.765,2320.107,2528.93,6.651,2.558,6.682,7.541
,C12 H26 N O4 P3 S2,8845.219515,575256.2444,750980.2071,36169078.27,24995887.29,300325.9506,403831.5609,90837.24565,282258.9913,14459486.02,4977227.862,24109.14656,9152.227303,10909.92665,663118.2258,352078.7557,9718356.939,30582482.78,186548.1185,24109.14656,9152.227303,10909.92665,76.922,40.841,1127.339,3547.597,21.64,2.797,1.062,1.266
costatol,C10 H14 Br Cl3 O,14282.65014,26503.70348,31505.02264,22544163.13,36584361.3,20939906.63,12864950.91,10010202.98,13243124.44,22140596.59,18867769.74,22173346.84,29304710.15,33877950.67,29004.36306,16902428.77,20504183.17,29564262.21,11626663.71,22173346.84,29304710.15,33877950.67,2.247,1309.302,1588.302,2290.117,900.629,1717.599,2270.011,2624.265
,C7 H4 N4 O11 P2 S2,17567.85265,90804.48651,79665.04028,20480704.25,30211686.21,3655286.302,2860211.735,23372107.26,25113187.8,10410311.53,11272425.98,24843269.4,34537591.94,37950637.4,85234.76339,3257749.018,10841368.76,25346195.23,24242647.53,24843269.4,34537591.94,37950637.4,5.028,192.181,639.554,1495.223,1430.122,1465.554,2037.441,2238.784
,C5 H5 N2 O5 P3,17173.69465,475456.3561,428586.3944,24397459.52,38013369.83,36994021.11,36310669.91,6113818.351,9284683.438,35277497.35,37114292.87,19524214.25,23855861.07,31309481.52,452021.3753,36652345.51,36195895.11,31205414.68,7699250.894,19524214.25,23855861.07,31309481.52,29.12,2361.225,2331.82,2010.322,496.003,1257.793,1536.847,2017.026
Epithienamycin F,C13 H18 N2 O8 S2,18238.59409,22890.60185,25319.66032,30654.51243,36134.65021,26920.04525,26582.02844,43575.19481,276407.1396,25829.01812,27605.77729,38193982.39,55110.98844,23486.06771,24105.13109,26751.03684,26717.3977,33394.58132,159991.1672,38193982.39,55110.98844,23486.06771,1.353,1.501,1.499,1.874,8.978,2143.283,3.093,1.318
,C6 H O10 P3,17702.40928,91499.98109,80275.21502,30574157.93,33485719.89,30686499.8,22200642.65,3551346.72,5452015.367,39225898.21,29455524.49,35936056.88,32541569.13,28971310.18,85887.59806,26443571.23,34340711.35,32029938.91,4501681.044,35936056.88,32541569.13,28971310.18,5.028,1548.102,2010.429,1875.148,263.545,2103.826,1905.1,1696.085
DL-Mevalonic acid,C6 H12 O4,22576.5305,69326.10546,60674.33925,72217.52611,188514.4001,62387.77616,72327.54515,39231978.57,31034920.42,75174.20468,140993.2462,116487.1092,171659.6936,196558.1459,65000.22236,67357.66066,108083.7254,130365.9631,35133449.5,116487.1092,171659.6936,196558.1459,1.978,2.05,3.29,3.968,1069.395,3.546,5.225,5.983
,C5 H4 N6 O11 P2,189488.0129,22756.18982,27050.3432,12859535.17,17193175.52,1609118.805,1353814.779,39452515.21,35674036.04,5176742.128,6394307.273,9803324.323,17294739.17,31303231.69,24903.26651,1481466.792,5785524.701,15026355.34,37563275.63,9803324.323,17294739.17,31303231.69,2.253,134.002,523.313,1359.167,3397.681,886.732,1564.347,2831.446
Reduced Glutathione,C10 H17 N3 O6 S,6658.728465,26350.89079,20053.4674,14528.7191,288995.5584,22854.93483,39917.06645,39715842.67,43557829.15,26302.65713,15625.41295,76146.14734,9427.273042,9110.612074,23202.17909,31386.00064,20964.03504,151762.1387,41636835.91,76146.14734,9427.273042,9110.612074,3.724,5.038,3.365,24.358,6682.818,12.222,1.513,1.462
MFCD10024834,C6 H14 N2 O,28735.61509,40958585.02,13013988.59,2321713.539,1078132.807,43811194.1,45712869.56,60223.06636,185965.3356,3803340.622,2186854.711,41829.73002,44318.07812,38960.98874,26986286.81,44762031.83,2995097.667,1699923.173,123094.201,41829.73002,44318.07812,38960.98874,1198.41,1987.797,133.007,75.49,5.466,1.858,1.968,1.73
Neopterin,C9 H11 N5 O4,1015472.115,3539681.083,5312631.302,9310392.448,9359099.326,5140459.54,7307271.076,41517930.63,23947188.11,6299677.263,8561560.62,7591892.113,6575035.296,2230277.888,4426156.192,6223865.308,7430618.941,9334745.887,32732559.37,7591892.113,6575035.296,2230277.888,17.022,23.936,28.577,35.899,125.882,29.197,25.286,8.577
(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (9Z)-9-hexadecenoate,C21 H42 N O7 P,12513.43964,28821503.18,42019582.68,12973995.91,19241006.83,26979896.91,25420091.61,4698987.79,4016145.08,22209324.71,15138633.63,13219.93223,13472.99661,17408.84448,35420542.93,26199994.26,18673979.17,16107501.37,4357566.435,13219.93223,13472.99661,17408.84448,2925.653,2164.058,1542.427,1330.442,359.925,1.092,1.113,1.438
(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (9Z)-9-hexadecenoate,C21 H42 N O7 P,9570.829108,10913798.05,42430549.12,3511046.878,6462720.297,11357525.09,9682001.006,1342539.46,962803.9105,9254671.484,4251487.294,9800.409802,9343.761078,9718.258637,26672173.59,10519763.05,6753079.389,4986883.587,1152671.685,9800.409802,9343.761078,9718.258637,2833.983,1117.75,717.531,529.868,122.474,1.041,0.993,1.033
Perflubron,C8 Br F17,19267.08742,99587.46895,87370.56979,5785029.069,8666948.171,197467.1097,107477.4421,43040730.22,42137193.17,1628600.665,1444067.772,6732566.698,15356915.98,14715852.87,93479.01937,152472.2759,1536334.219,7225988.62,42588961.7,6732566.698,15356915.98,14715852.87,5.028,8.201,82.638,388.681,2290.829,362.14,826.037,791.555
Dimethyl sulfoxide,C2 H6 O S,44143.68482,9797832.329,25418456.29,43301657.07,10028390.51,3839192.076,5561737.551,2077439.832,8350581.862,24241013,2514260.761,333478.0988,283235.6413,505409.7738,17608144.31,4700464.814,13377636.88,26665023.79,5214010.847,333478.0988,283235.6413,505409.7738,0.687,0.183,0.522,1.04,0.203,0.013,0.011,0.02
6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,21816.1871,43617575.43,15790524.44,1460931.53,2243833.372,10404262.37,13540161.05,196780.5589,166577.8236,4699586.299,6142828.947,784721.3327,28766108.55,35506566.72,29704049.93,11972211.71,5421207.623,1852382.451,181679.1913,784721.3327,28766108.55,35506566.72,1403.117,565.526,256.079,87.5,8.582,37.068,1358.812,1677.208
Ilorasertib,C25 H21 F N6 O2 S,39406.61997,52119.01663,53117.02906,54063.00644,70382.8899,51679.88635,51957.11316,70692.32916,61357.50516,51818.33431,51306.15368,70167.89118,11546427.24,46359835.84,52618.02285,51818.49976,51562.24399,62222.94817,66024.91716,70167.89118,11546427.24,46359835.84,1.359,1.338,1.332,1.607,1.705,1.812,298.24,1197.459
"4-Oxo-3,4-dihydroquinazoline-2-carbohydrazide",C9 H8 N4 O2,9280.289839,170844.7087,114113.7199,1305975.713,1195704.44,1232097.342,29038877.02,31239258.21,46409910.51,3086443.06,1661464.808,270900.0896,227692.3176,341012.1435,142479.2143,15135487.18,2373953.934,1250840.077,38824584.36,270900.0896,227692.3176,341012.1435,14.816,1573.863,246.856,130.069,4037.173,28.17,23.677,35.46
putrescine,C4 H12 N2,27909.96164,60092332.61,65089357.89,85760169.39,132657124.9,115239972.9,114321474.4,20768121.87,34699794.43,94404340.8,113467648.1,107424.8917,107941.2641,93285.94094,62590845.25,114780723.6,103935994.5,109208647.2,27733958.15,107424.8917,107941.2641,93285.94094,2499.012,4582.754,4149.765,4360.282,1107.31,4.289,4.31,3.725
,C3 H8 O12 P2 S3,17472.29329,90310.56056,79231.70673,28328540.43,34225202.37,15932498.35,13500933.8,4248952.464,8441136.658,29116880.1,21680961.71,33171394.32,33389864.8,29961813.48,84771.13364,14716716.07,25398920.91,31276871.4,6345044.561,33171394.32,33389864.8,29961813.48,5.028,872.917,1506.528,1855.176,376.354,1967.549,1980.507,1777.174
,C22 H46 O6,17720.15332,433025.0001,998033.3748,1055200.061,979303.0661,637419.6065,897398.6521,2181334.399,3929150.682,797690.0341,318850.9953,22942.82952,10094.9758,13455.31375,715529.1875,767409.1293,558270.5147,1017251.563,3055242.54,22942.82952,10094.9758,13455.31375,95.809,102.756,74.752,136.209,409.095,3.072,1.352,1.802
GW9662,C13 H9 Cl N2 O3,16260.62161,37294.51535,43609.15714,32102.46935,45486.24339,160010.0484,238247.6975,38849.47221,246430.8315,23027.86542,24611.93535,29234187.84,1000683.593,20939.0076,40451.83625,199128.8729,23819.90039,38794.35637,142640.1519,29234187.84,1000683.593,20939.0076,2.546,12.534,1.499,2.442,8.978,1840.051,62.985,1.318
,C6 H4 O7 P2 S,17194.40965,7854850.406,7348249.051,6820832.363,7949650.792,29246487.52,27496920.19,204255.1315,297329.2785,12191737.83,14264524.61,6360757.335,3895693.821,4261982.659,7601549.729,28371703.85,13228131.22,7385241.578,250792.205,6360757.335,3895693.821,4261982.659,489.119,1825.566,851.159,475.2,16.137,409.28,250.667,274.236
CHLORIC ACID,H Cl O3,41287.26812,5622726.614,7016892.01,12218604.83,13151394.56,13204980.01,14262958.41,23896808.08,29483382.68,10430776.75,11238806,1435232.668,7943722.895,21088393.22,6319809.312,13733969.21,10834791.38,12684999.7,26690095.38,1435232.668,7943722.895,21088393.22,326.004,708.459,558.906,654.348,1376.793,74.036,409.772,1087.833
,C2 H5 O14 P S,16270.17331,19170.47183,19959.99155,22999.53219,1179335.758,20322.49937,19944.94132,90344.35959,29865846.33,20687.93072,21152.08587,4183880.675,49163.07302,20951.30744,19565.23169,20133.72035,20920.0083,601167.6451,14978095.34,4183880.675,49163.07302,20951.30744,1.249,1.286,1.336,38.384,956.328,267.134,3.139,1.338
DL-TYROSINE,C9 H11 N O3,7996.762727,28720480.09,22409700.32,30186885.32,25276418.95,22439681.15,21231489.27,3503818.397,7357940.196,26139032.97,27243667.04,83353.43967,220175.0427,202851.3924,25565090.2,21835585.21,26691350,27731652.13,5430879.296,83353.43967,220175.0427,202851.3924,2285.082,1951.728,2385.751,2478.736,485.428,7.45,19.68,18.131
3-Buten-1-amine,C4 H9 N,38969.79774,30355768.07,28355245.38,6605920.43,9572180.764,13998994.91,19409011.11,14277235.56,2434675.383,26428147.12,19800345.76,177197544.4,20279979.83,1400112.715,29355506.72,16704003.01,23114246.44,8089050.597,8355955.471,177197544.4,20279979.83,1400112.715,839.512,477.703,661.023,231.331,238.964,5067.513,579.969,40.041
"N-Acetyl-1,6-anhydro-Î²-muramic acid",C11 H17 N O7,15061.13505,638114.7133,256317.9269,30694438.89,25474430.47,388727.6192,413383.5469,323011.8101,317377.5104,537249.7525,404936.6538,134984.4652,24594.51721,241019.2252,447216.3201,401055.5831,471093.2032,28084434.68,320194.6603,134984.4652,24594.51721,241019.2252,29.741,26.671,31.329,1867.686,21.294,8.977,1.636,16.028
5-oxo-eicosatetraenoic acid,C20 H30 O3,5942.51969,68792.11309,24787.26942,30917502.6,167570.3125,40373.93205,62018.55891,97740.6449,6521411.504,64745.13887,65059.66182,3590965.463,357223.4119,296087.2353,46789.69126,51196.24548,64902.40035,15542536.46,3309576.074,3590965.463,357223.4119,296087.2353,8.005,8.759,11.104,2659.177,566.236,614.379,61.117,50.658
,C8 H21 N2 O4 P3,15919.18669,56297.14138,104593.9102,277016.2703,61046.39717,114336.2783,129114.3433,75204.53345,79945.99873,214745.172,191715.1629,30924382.54,3786292.221,62713.45972,80445.52581,121725.3108,203230.1674,169031.3337,77575.26609,30924382.54,3786292.221,62713.45972,5.223,7.904,13.196,10.975,5.037,2007.908,245.842,4.072
(+/-)-2-Hydroxyglutaric acid,C5 H8 O5,22190.61099,3518981.939,3109465.64,13195977.18,31185918.2,3024822.79,4212350.433,3380048.332,843648.6378,13817121.86,26100201.34,189411.5333,58075.25988,147851.472,3314223.789,3618586.611,19958661.6,22190947.69,2111848.485,189411.5333,58075.25988,147851.472,223.754,244.303,1347.476,1498.185,142.578,12.788,3.921,9.982
Aceglutamide,C7 H12 N2 O4,42765.49369,2855448.768,3405390.684,13062482.85,10037037.9,4297815.462,3603424.052,88992.63097,180240.779,5974166.269,4972088.085,31598225.49,349023.4907,107124.8938,3130419.726,3950619.757,5473127.177,11549760.37,134616.705,31598225.49,349023.4907,107124.8938,67.834,85.607,118.598,250.274,2.917,684.707,7.563,2.321
Ethyl 3-(Methylthio)propionate,C6 H12 O2 S,6348.869519,16878754.47,19333061.39,18976573.4,9120743.257,10640208.93,12038786.41,739788.0898,4370860.526,16699380.52,15880680.83,148557395.4,31825786.14,7164128.528,18105907.93,11339497.67,16290030.67,14048658.33,2555324.308,148557395.4,31825786.14,7164128.528,3103.999,1943.995,2792.693,2408.442,438.074,25468.041,5456.076,1228.187
,C14 H5 N2 O17 P3,19114.15356,98796.98643,86677.05976,3557873.63,5026430.289,89730.78929,106624.3323,32051408.97,31098752.43,740526.2651,859975.2259,3893096.506,10187356.11,9686454.312,92737.0231,98177.56081,800250.7455,4292151.96,31575080.7,3893096.506,10187356.11,9686454.312,5.028,5.323,43.389,232.719,1711.99,211.082,552.355,525.196
,C12 H20 N2 O15,8191.298412,38659.0355,37412.00286,124324.2415,187033.4736,45034.75432,43107.09506,19607275.82,32289473.21,38956.54079,48549.70714,245841.8229,91944.79051,52454.74069,38035.51918,44070.92469,43753.12396,155678.8575,25948374.52,245841.8229,91944.79051,52454.74069,4.358,5.05,5.013,17.838,2973.268,28.17,10.535,6.01
,C3 H10 N3 O2 P3,14948.72776,106193.1215,95991.97663,10702630,22884437.31,1423344.376,1107912.284,15595762.13,32825924.67,3941586.473,4184387.66,16507185.32,18938143.98,6978740.272,101092.549,1265628.33,4062987.067,16793533.65,24210843.4,16507185.32,18938143.98,6978740.272,6.716,84.082,269.923,1115.672,1608.438,1096.649,1258.148,463.63
Adenine,C5 H5 N5,91486.86005,24482768.18,54553789.86,15632194.56,8334248.017,25194438.48,33036231.83,59007.03811,54126.79097,20136315.99,21215388.6,39886.12698,56381.66459,45569.13393,39518279.02,29115335.15,20675852.3,11983221.29,56566.91454,39886.12698,56381.66459,45569.13393,406.51,299.499,212.685,123.267,0.582,0.41,0.58,0.469
,C4 H5 N2 O15 P3,9608.636639,16180.74201,17485.64634,21675.87527,22265.09982,17507.34579,17241.16983,33521018.75,111726.859,18837.15689,19149.01207,3701207.965,9942.14179,11658.95097,16833.19418,17374.25781,18993.08448,21970.48755,16816372.81,3701207.965,9942.14179,11658.95097,1.784,1.841,2.013,2.328,1781.962,392.202,1.054,1.235
,C10 H22 O4,69696.19688,7438180.634,540907.5896,1001632.924,3365572.468,3318519.591,10279040.31,2301897.177,5136172.752,983891.9349,33700990.13,72945.55276,64261.8807,148518.1194,3989544.112,6798779.951,17342441.03,2183602.696,3719034.965,72945.55276,64261.8807,148518.1194,29.97,51.074,130.281,16.404,27.938,0.548,0.483,1.116
2-[2-[4-[Bis(2-chloroethyl)amino]-2-methylphenyl]diazenyl]benzoic acid,C18 H19 Cl2 N3 O2,9121.383755,31561797.35,11765508.2,1354278.243,2027009.788,9092392.372,11351935.01,161730.7993,90646.98919,4044498.508,3875422.901,449352.2935,27556667.43,34056689.11,21663652.77,10222163.69,3959960.705,1690644.016,126188.8943,449352.2935,27556667.43,34056689.11,2384.059,1124.937,435.789,186.053,13.887,49.451,3032.578,3747.897
1-Methylguanine,C6 H7 N5 O,27675.07799,39484750.44,34549172.51,17295519.76,8367363.844,15330259.2,12721270.67,118133.3228,734034.0665,15431894.39,14344525.31,390134.0411,171096.2953,83242.06077,37016961.48,14025764.94,14888209.85,12831441.8,426083.6947,390134.0411,171096.2953,83242.06077,859.645,325.72,345.749,297.985,9.895,9.06,3.973,1.933
Mutagen X,C5 H3 Cl3 O3,26666.32778,186052.3226,168179.7273,236251.8531,212149.5299,136086.7924,188778.4926,74715084.93,3761843.146,177617.384,180311.9225,742889.0333,372691.4222,202650.7033,177116.0249,162432.6425,178964.6532,224200.6915,39238464.04,742889.0333,372691.4222,202650.7033,6.384,5.855,6.451,8.081,1414.352,26.777,13.434,7.305
1-(beta-D-ribofuranosyl)thymine,C10 H14 N2 O6,17690.54708,50764.36394,37908.78192,441300.5345,276803.846,63258.54127,47323.89759,34530.63464,30071.96781,419576.6503,167216.7131,46544483.76,5916710.572,580943.2655,44336.57293,55291.21943,293396.6817,359052.1903,32301.30122,46544483.76,5916710.572,580943.2655,2.532,3.157,16.753,20.502,1.844,2657.747,337.851,33.173
D-(−)-Erythrose,C4 H8 O4,43703.78453,28063264.77,20809482.84,19077265.6,13832795.97,31578313.69,30842042.17,7467968.604,6581498.182,21742549.62,24782802.54,10827654.12,42323989.6,46888046.91,24436373.8,31210177.93,23262676.08,16455030.79,7024733.393,10827654.12,42323989.6,46888046.91,157.305,200.911,149.75,105.927,45.221,69.701,272.454,301.834
N-Methyl-L-alanine,C4 H9 N O2,70586.85084,9449350.54,8770925.84,15023815.08,4005616.679,6021904.17,6243003.956,831743.9412,1887274.904,13361632.28,6998647.66,62896344.4,8401617.657,736384.8832,9110138.19,6132454.063,10180139.97,9514715.878,1359509.423,62896344.4,8401617.657,736384.8832,132.709,89.332,148.296,138.602,19.804,916.221,122.388,10.727
S-(Formylmethyl)glutathione,C12 H19 N3 O7 S,15524.4373,62771268.6,54902872.5,39127852.87,51252995.27,52592685.45,51133285.84,17834.74077,24574.16067,45082566.72,50678219.38,49527.30385,59016.58027,42702.35777,58837070.55,51862985.65,47880393.05,45190424.07,21204.45072,49527.30385,59016.58027,42702.35777,3872.678,3413.641,3151.505,2974.451,1.396,3.26,3.884,2.811
,C5 H10 N2 O9 S,10236.31097,878963.4339,1592671.936,63103720.64,56216355.44,619289.2873,1289134.474,29490.87877,91578.75103,23234984.48,9112026.053,31219.23195,35462.27112,22305.42594,1235817.685,954211.8806,16173505.26,59660038.04,60534.8149,31219.23195,35462.27112,22305.42594,128.585,99.284,1682.825,6207.522,6.299,3.248,3.69,2.321
"4,5-Dihydroorotic acid",C5 H6 N2 O4,12521.17751,74015.14586,80697.03532,88906.27348,82914.39018,79945.45166,96672.0753,63667529.68,961405.4595,68297.15461,67772.43946,34410.3811,29778.29832,18995.75853,77356.09059,88308.76348,68034.79703,85910.33183,32314467.57,34410.3811,29778.29832,18995.75853,5.85,6.678,5.145,6.496,2443.584,2.602,2.252,1.436
,C2 H7 N2 O15 P3,10922.2778,13042.73373,13579.88772,15647.85556,38019.97407,13826.52187,13150.56424,43008.7007,63721174.55,14075.14506,14390.93551,2055646.302,33448.36144,14254.33482,13311.31073,13488.54306,14233.04028,26833.91482,31882091.63,2055646.302,33448.36144,14254.33482,1.249,1.266,1.336,2.518,2991.996,192.914,3.139,1.338
,C15 H17 N6 O15 P,28550.94528,34694.02558,34652.71339,40215.86281,38114.14307,46403.06028,34998.4027,36817.44761,37868.32816,34298.01819,33693.15668,64579111.64,3779710.224,88365.00506,34673.36948,40700.73149,33995.58744,39165.00294,37342.88789,64579111.64,3779710.224,88365.00506,1.261,1.48,1.237,1.425,1.358,2349.04,137.485,3.214
,C2 H N7 O2,47106.49574,216097.3701,285170.6623,3404102.635,3054501.088,1792782.293,1600786.277,410354.4999,886243.3651,2507067.958,2234513.452,64849436.19,34471941.6,4319018.302,250634.0162,1696784.285,2370790.705,3229301.862,648298.9325,64849436.19,34471941.6,4319018.302,3.914,26.499,37.025,50.433,10.125,1012.774,538.359,67.451
,C6 H2 O4,34675.08795,97619.88953,158827.8648,40730.49156,42482.53266,93088.82365,116624.4709,51061.5713,34161.55552,77887.6018,75963.80324,65144686.46,452603.4919,216479.458,128223.8771,104856.6473,76925.70252,41606.51211,42611.56341,65144686.46,452603.4919,216479.458,3.73,3.05,2.238,1.21,1.24,1894.971,13.166,6.297
