Name,Formula,Area_Blank,Area_1_2,Area_1_1,Area_100_2,Area_100_1,Area_25_2,Area_25_1,Area_873_2,Area_873_1,Area_50_2,Area_50_1,Area_Std1,Area_Std2,Area_Std3,Group_Area_NaCl_1,Group_Area_NaCl_25,Group_Area_NaCl_50,Group_Area_NaCl_100,Group_Area_NaCl_400,Group_Area_Std1,Group_Area_Std2,Group_Area_Std3,Ratio_NaCl_1,Ratio_NaCl_25,Ratio_NaCl_50,Ratio_NaCl_100,Ratio_NaCl_400,Ratio_Std1,Ratio_Std2,Ratio_Std3
,C35 H69 N5 O7,29019.29604,783164.349,3281997.003,2278740.814,2016443.276,1876150.651,2393275.381,2042212.607,2479134.739,6710878.124,1075237.728,126357.3252,32953.18791,28705.71889,2032580.676,2134713.016,3893057.926,2147592.045,2260673.673,126357.3252,32953.18791,28705.71889,76.781,80.639,147.061,81.126,85.397,4.773,1.245,1.084
Xylitol,C5 H12 O5,7363.425119,61057.10443,56042.72709,59579.91449,35442.33419,51785.9031,39971.32854,4123588.902,8418257.659,25075.89778,44697.02358,214541.5429,63970.68422,28444.81,58549.91576,45878.61582,34886.46068,47511.12434,6270923.28,214541.5429,63970.68422,28444.81,8.443,6.616,5.031,6.851,904.27,30.937,9.225,4.102
,C24 H57 N7 O7,59726.71608,2368724.749,5231525.664,8417815.409,5561927.737,3416910.801,5213122.033,6656586.501,11351675.88,4814474.262,2304881.766,244972.3329,91151.04325,93808.79777,3800125.206,4315016.417,3559678.014,6989871.573,9004131.192,244972.3329,91151.04325,93808.79777,81.248,92.257,76.108,149.447,192.512,5.238,1.949,2.006
,C20 H36 Cl N O3,6379.769924,5865.599701,6048.458777,30592.11473,106743.6815,15491.7879,9716.480975,6280588.374,1821246.3,62791.82245,32789.39735,6165.315349,14736.60461,19955.75034,5957.029239,12604.13444,47790.6099,68667.89813,4050917.337,6165.315349,14736.60461,19955.75034,1.007,2.131,8.078,11.607,684.736,1.042,2.491,3.373
Piperidione,C9 H15 N O2,42514.661,2752541.502,2800435.692,4420686.25,4697742.979,3966570.699,4146137.575,5043948.34,5791447.942,4004966.811,4634501.803,2594644.212,1000068.133,1714661.679,2776488.597,4056354.137,4319734.307,4559214.615,5417698.141,2594644.212,1000068.133,1714661.679,40.977,59.866,63.753,67.287,79.957,38.293,14.76,25.306
12-Aminododecanoic acid,C12 H25 N O2,47287.47047,3220326.684,2790491.154,3164458.76,4129217.103,2288802.24,3739004.078,3109408.293,2716851.922,3006278.112,4021554.32,385693.9163,185567.3319,168621.2688,3005408.919,3013903.159,3513916.216,3646837.932,2913130.107,385693.9163,185567.3319,168621.2688,77.072,77.29,90.113,93.521,74.706,9.891,4.759,4.324
,C7 H12 N5 O6 P,5357.764531,3639474.633,4281564.397,1025844.762,583316.5457,1446828.208,1297933.386,68693.822,69299.7464,1289030.19,1138959.507,94225.14537,28497.17574,17619.93047,3960519.515,1372380.797,1213994.849,804580.6536,68996.7842,94225.14537,28497.17574,17619.93047,701.107,242.944,214.906,142.43,12.214,16.68,5.045,3.119
L-Isoleucyl-L-alanyl-D-arginine,C15 H30 N6 O4,4682.960908,623368.9732,713264.3582,1461504.37,2065840.272,904257.9133,915358.2804,4295240.642,3248649.415,1328189.244,1295030.691,372100.5024,428658.332,541364.6355,668316.6657,909808.0968,1311609.968,1763672.321,3771945.029,372100.5024,428658.332,541364.6355,149.56,203.602,293.52,394.685,844.107,83.271,95.928,121.15
,C29 H57 N5 O3,5455.084776,528735.6737,960971.3982,1099716.209,2668716.833,617554.7172,527192.5007,3405933.32,4318956.921,1493026.377,1046979.36,19431.25454,5489.044284,5011.129654,744853.5359,572373.609,1270002.869,1884216.521,3862445.121,19431.25454,5489.044284,5011.129654,148.83,114.366,253.76,376.487,771.758,3.883,1.097,1.001
"4-(Dimethylamino)-N-{[(2R,4S,5S)-5-(1-piperidinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}benzamide",C23 H36 N4 O,44558.72934,1804784.587,3607444.316,4328824.796,4874358.659,2358133.682,2842090.038,4330069.436,7773682.519,3582318.067,1665033.124,84206.84255,64092.44019,60199.07301,2706114.451,2600111.86,2623675.596,4601591.727,6051875.977,84206.84255,64092.44019,60199.07301,69.342,66.625,67.229,117.911,155.074,2.158,1.642,1.543
"N-{[(1S,4S,6S)-4-{2-[Benzyl(methyl)amino]-2-oxoethyl}-6-isopropyl-3-methyl-2-cyclohexen-1-yl]methyl}-2,2-dimethylpropanamide",C26 H40 N2 O2,16600.82107,1405968.209,4240149.903,3407726.809,3778816.11,2417623.654,3301082.633,3615540.375,4502665.002,7345447.375,2077775.963,38833.0126,26367.77529,29652.68472,2823059.056,2859353.143,4711611.669,3593271.46,4059102.688,38833.0126,26367.77529,29652.68472,158.346,160.382,264.276,201.548,227.676,2.178,1.479,1.663
"N-cyclohexyl-N-phenyl-2-[(1,3,3-trimethylbicyclo[2.2.1]hept-2-yl)amino]acetamide hydrochloride",C24 H36 N2 O,30026.35373,1019494.063,3181809.189,2232949.188,2856044.624,1985373.396,2054754.506,2274589.81,2482947.212,4528840.279,1471967.505,39276.61279,47769.86368,28820.57717,2100651.626,2020063.951,3000403.892,2544496.906,2378768.511,39276.61279,47769.86368,28820.57717,104.064,100.072,148.637,126.052,117.842,1.946,2.366,1.428
(R)-Salsolinol,C10 H13 N O2,10845.11087,4795418.519,41847.08315,37476.63202,406348.7174,426909.6019,75770.88908,285582.7167,22900.93342,29332.71438,9884.818017,26127.99586,8396.654849,29561.99786,2418632.801,251340.2455,19608.7662,221912.6747,154241.825,26127.99586,8396.654849,29561.99786,159.85,16.611,1.296,14.666,10.194,1.727,0.555,1.954
,C20 H40 N6 O4,29776.93629,1654533.768,3228381.615,4641750.836,4810729.535,2394732.186,3668338.876,5987525.298,10548520.54,3444640.172,1551978.211,89910.69326,48490.1434,56315.3394,2441457.692,3031535.531,2498309.191,4726240.186,8268022.917,89910.69326,48490.1434,56315.3394,97.387,120.924,99.654,188.524,329.801,3.586,1.934,2.246
,C32 H53 N5 O2,192037.8833,78259.25892,168156.202,994610.5509,4936660.324,105279.6329,89861.23661,502519.6756,491491.8918,1175875.05,1820784.994,5426.515714,5403.734561,5360.714715,123207.7305,97570.43478,1498330.022,2965635.438,497005.7837,5426.515714,5403.734561,5360.714715,24.928,19.741,303.145,600.013,100.555,1.098,1.093,1.085
Homoserine,C4 H9 N O3,5375.889113,4377466.887,4972782.903,1881413.214,578552.6282,2143314.798,2863913.963,1155329.717,1713641.264,3251752.976,1956720.108,17906.88722,98857.60818,18777.74618,4675124.895,2503614.381,2604236.542,1229982.921,1434485.49,17906.88722,98857.60818,18777.74618,936.154,501.327,521.476,246.293,287.243,3.586,19.795,3.76
,C25 H44 N10 O,16575.88354,946456.8703,2760158.926,2513529.557,2208349.447,1482679.15,1863119.38,2470117.837,3624002.536,4998086.761,1016321.644,34018.59761,24027.4496,11694.14172,1853307.898,1672899.265,3007204.202,2360939.502,3047060.187,34018.59761,24027.4496,11694.14172,150.301,135.67,243.881,191.469,247.113,2.759,1.949,0.948
,C6 H10 N2 O3 S,5682.581884,5671721.04,5216109.827,3010757.782,1118365.703,6863606.055,12683709.88,17814.55112,95732.9123,2670700.113,5115829.767,116967.2866,15249.62003,6251.472576,5443915.433,9773657.97,3893264.94,2064561.743,56773.73171,116967.2866,15249.62003,6251.472576,1026.503,1842.917,734.113,389.293,10.705,22.055,2.875,1.179
Maculosin,C14 H16 N2 O3,4995.598943,606777.5433,193221.8019,150582.4925,1112526.806,764969.9447,5210574.954,380261.0567,133427.7699,211258.8216,265568.848,80124.62214,127774.1547,34633.51003,399999.6726,2987772.449,238413.8348,631554.6491,256844.4133,80124.62214,127774.1547,34633.51003,82.225,614.176,49.009,129.824,52.798,16.471,26.266,7.119
,C35 H69 N5 O8,18058.20674,641952.3002,1541983.522,3328108.472,1552101.591,1137177.323,1723333.826,2575795.353,5291749.712,1537311.983,730686.1518,76442.47899,34531.99554,21604.9504,1091967.911,1430255.575,1133999.067,2440105.032,3933772.533,76442.47899,34531.99554,21604.9504,80.644,105.628,83.749,180.208,290.518,5.645,2.55,1.596
,C14 H19 N3 O7,6616.024314,665515.586,493258.8394,5681705.435,4167653.597,3791209.672,2448079.513,7480.233695,10062.80861,5557548.673,5049606.715,13320.31256,6431.544078,6631.636397,579387.2127,3119644.592,5303577.694,4924679.516,8771.521152,13320.31256,6431.544078,6631.636397,91.661,493.536,839.04,779.097,1.388,2.107,1.017,1.049
Docosahexaenoic acid,C22 H32 O2,56713.55481,1980659.5,4116733.392,4251649.686,5590037.479,2602270.116,3198781.51,3692720.418,6119543.595,4416701.425,2026398.297,121127.4341,61686.69347,86604.02269,3048696.446,2900525.813,3221549.861,4920843.582,4906132.007,121127.4341,61686.69347,86604.02269,65.065,61.903,68.754,105.02,104.706,2.585,1.317,1.848
,C5 H11 N2 O6 P,6097.773484,18687.79288,20172.98343,34681.11338,66666.03312,26707.3689,17617.6199,2956290.709,5604970.042,24262.23419,41913.31467,24344.72869,6612.731766,6576.207119,19430.38816,22162.4944,33087.77443,50673.57325,4280630.375,24344.72869,6612.731766,6576.207119,3.183,3.63,5.42,8.3,701.173,3.988,1.083,1.077
gamma-Glu-Glu,C10 H16 N2 O7,5242.54117,243780.8514,158834.2626,1208620.583,849120.1736,397713.5232,551948.3287,147814.3892,28770.39871,575743.991,634845.639,5893162.617,518694.4828,61400.71131,201307.557,474830.9259,605294.815,1028870.378,88292.39398,5893162.617,518694.4828,61400.71131,38.278,90.289,115.096,195.639,16.789,1120.58,98.629,11.675
N-Undecanoylglycine,C13 H25 N O3,539293.1698,2260837.891,1650232.638,5044088.409,6056835.303,3104208.855,3644187.925,3194031.699,2517605.081,3359207.313,4162668.762,2852815.033,2494058.217,3087099.551,1955535.264,3374198.39,3760938.037,5550461.856,2855818.39,2852815.033,2494058.217,3087099.551,10.179,17.564,19.577,28.892,14.865,14.85,12.982,16.069
,C16 H41 N7 O2,40319.68731,1757388.301,6276042.263,2338805.241,2645823.548,2559265.77,2815647.925,1339884.595,1507626.813,5442925.718,1520146.684,48251.90717,39381.8731,31682.57165,4016715.282,2687456.847,3481536.201,2492314.394,1423755.704,48251.90717,39381.8731,31682.57165,117.868,78.862,102.163,73.135,41.779,1.416,1.156,0.93
,C4 H5 O P S,284110.4065,7085725.022,6091090.588,15550032.46,9978574.58,12997794.39,11323640.17,8110442.514,6037125.27,9851800.254,7063175.911,2965199.444,492531.1879,125027.2643,6588407.805,12160717.28,8457488.082,12764303.52,7073783.892,2965199.444,492531.1879,125027.2643,32.314,59.645,41.482,62.605,34.695,14.543,2.416,0.613
L-gamma-Glutamyl-L-methionine,C10 H18 N2 O5 S,9476.994822,10241.8118,17453.6615,15092.94286,25506.12199,11310.22072,10727.32671,2017350.812,8492758.32,11612.92725,10967.41691,22039.57528,10254.32975,10091.54493,13847.73665,11018.77371,11290.17208,20299.53243,5255054.566,22039.57528,10254.32975,10091.54493,1.438,1.144,1.172,2.108,545.712,2.289,1.065,1.048
,C5 H9 N6 O10 P3 S2,10953.04403,20325.09572,24160.4952,11447295.29,16534263.97,2098220.984,2464781.273,10507750.43,10696276.07,5622679.828,5188164.342,10084487.28,10629055.16,19978213.78,22242.79546,2281501.128,5405422.085,13990779.63,10602013.25,10084487.28,10629055.16,19978213.78,2.271,232.948,551.91,1428.501,1082.498,1029.657,1085.259,2039.836
2S-Amino-tridecanoic acid,C13 H27 N O2,77250.1578,5222586.382,5949456.772,5977766.589,10965437.1,2606539.548,10670547.36,10672780.02,7681700.473,5319834.602,9900962.663,47048.35538,28300.77502,26862.87036,5586021.577,6638543.456,7610398.632,8471601.844,9177240.245,47048.35538,28300.77502,26862.87036,52.356,62.221,71.33,79.402,86.016,0.441,0.265,0.252
Amide C18,C18 H37 N O,212679.7335,2268417.707,4575880.699,3640381.365,10820076.55,2098037.869,2015031.241,9645385.042,7341444.087,5362094.486,2278418.948,182215.0903,156142.6141,132630.8228,3422149.203,2056534.555,3820256.717,7230228.96,8493414.564,182215.0903,156142.6141,132630.8228,105.736,63.542,118.036,223.395,262.425,5.63,4.824,4.098
,C2 H5 N10 O16 P3 S2,12494.68485,64582.3633,56659.71772,7570869.907,9719413.118,106509.836,400697.9837,10878986.02,8258126.752,2843806.546,2997731.494,8798149.848,14911448.92,14780001.09,60621.04051,253603.9098,2920769.02,8645141.513,9568556.388,8798149.848,14911448.92,14780001.09,5.028,21.035,242.261,717.065,793.657,729.756,1236.819,1225.916
"{3-[(3,3-Dimethyl-2-oxiranyl)methyl]-4,6-dihydroxy-2-methoxyphenyl}acetic acid",C14 H18 O6,475776.3445,5637751.741,6205490.121,8874465.772,11017114.56,6395144.672,6869158.143,293147.3779,260836.5273,9636854.54,7277704.29,58892.30472,35686.08775,60215.85312,5921620.931,6632151.407,8457279.415,9945790.165,276991.9526,58892.30472,35686.08775,60215.85312,940.862,1053.755,1343.742,1580.246,44.01,9.357,5.67,9.567
NP-006862,C20 H32 O4,7755.941981,17558.56457,14527.51125,11054935.81,39856.3507,8501.197162,12294.03262,35353.29669,2913809.762,7911.028031,11319.93109,1774274.59,117085.5008,104792.7487,16043.03791,10397.61489,9615.479559,5547396.078,1474581.53,1774274.59,117085.5008,104792.7487,2.103,1.363,1.26,727.194,193.299,232.585,15.348,13.737
N-(3-Carboxy-3-hydroxypropyl)-4-[(carboxymethyl)amino]threonine,C10 H18 N2 O8,8474.28392,14244.03127,14749.77557,20803.94418,21702.39215,13332.40884,18343.19939,26566.36846,20139.98709,35632.50922,18692.62308,11286245.97,22741.35462,9322.655548,14496.90342,15837.80412,27162.56615,21253.16816,23353.17777,11286245.97,22741.35462,9322.655548,1.826,1.995,3.421,2.677,2.941,1421.563,2.864,1.174
,C8 H3 N3 O7,12218.05659,1561481.946,1510028.506,9891480.378,8193740.674,11470337.31,11067383.92,253626.0444,913241.9082,11005317.3,12023269.45,3750076.718,13305137.68,3166858.699,1535755.226,11268860.62,11514293.38,9042610.526,583433.9763,3750076.718,13305137.68,3166858.699,135.308,992.846,1014.47,796.702,51.404,330.402,1172.253,279.017
Arabinosylhypoxanthine,C10 H12 N4 O5,15327.16114,10367251.6,12941029.69,6755736.169,6030692.273,6085926.271,11550996.52,1562846.441,2452331.897,3794060.854,5824104.706,83609.39308,16050.27561,15591.44423,11654140.64,8818461.394,4809082.78,6393214.221,2007589.169,83609.39308,16050.27561,15591.44423,776.608,587.644,320.467,426.031,133.782,5.572,1.07,1.039
,C7 H10 N O3 P S,13075.28203,71463.39646,40800.95574,148214.6893,134835.6764,73455.90864,84136.10636,11710529.77,39706.7575,106035.949,84771.95763,62795.52924,13692.15593,13300.73643,56132.1761,78796.0075,95403.95333,141525.1829,5875118.264,62795.52924,13692.15593,13300.73643,4.385,6.155,7.452,11.055,458.933,4.905,1.07,1.039
,C9 H17 N O9 P2,16520.68458,9343701.949,7843210.213,7077415.834,25984992.7,14494289.32,15859744.94,134523.7333,1328138.306,8010590.527,11725854.08,60432.85794,16659.48435,16324.64242,8593456.081,15177017.13,9868222.301,16531204.27,731331.0195,60432.85794,16659.48435,16324.64242,546.93,965.941,628.063,1052.128,46.546,3.846,1.06,1.039
,C11 H23 N O6 S,5127.532231,8402634.714,4765167.862,1572324.113,3014368.996,11786254.16,6089029.143,935355.3966,211419.0904,1915375.881,2369022.205,186501.7492,113547.1678,287653.0229,6583901.288,8937641.649,2142199.043,2293346.555,573387.2435,186501.7492,113547.1678,287653.0229,1418.051,1925.004,461.39,493.945,123.497,40.169,24.456,61.955
beta-D-Mannopyranose,C6 H12 O6,170039.3753,93449405.58,54571699.63,63410830.92,34744164.02,84409746.06,92376992.01,11809459.34,16302342.65,68096858.6,90432813.11,10187256.92,133114352.4,107187103.8,74010552.6,88393369.03,79264835.85,49077497.47,14055901,10187256.92,133114352.4,107187103.8,8070.149,9638.459,8643.079,5351.436,1532.663,1110.824,14514.859,11687.738
,C17 H5 N6 O17 P3,10467.6035,20513.61401,24384.58739,756117.7852,1303339.387,26626.31857,30128.36079,11877405.47,9881556.05,133840.7926,168303.6857,1420282.883,3524190.084,3094003.372,22449.1007,28377.33968,151072.2392,1029728.586,10879480.76,1420282.883,3524190.084,3094003.372,2.253,2.847,15.159,103.324,1091.653,142.512,353.619,310.454
Ac-Ala-OH,C5 H9 N O3,9499.615498,5596362.17,6313173.211,9214526.248,6705245.374,9663116.117,9698155.895,96565.82486,132552.7575,9444672.876,11935556.42,92063.55856,73482.9644,84141.3318,5954767.691,9680636.006,10690114.65,7959885.811,114559.2912,92063.55856,73482.9644,84141.3318,602.417,979.346,1081.471,805.266,11.589,9.314,7.434,8.512
N-Acetylneuraminic acid,C11 H19 N O9,14334.65738,67652.77011,90334.65075,406835.9944,353656.3719,352329.8834,331364.6342,222974.3816,399677.8825,366495.0098,438103.0415,10750781.43,12425370.45,1291835.083,78993.71043,341847.2588,402299.0257,380246.1832,311326.1321,10750781.43,12425370.45,1291835.083,4.917,21.277,25.04,23.667,19.377,669.143,773.372,80.406
,C27 H53 N5 O3,52127.99778,2943068.867,8894101.277,5708601.576,5852643.089,5018031.779,5983956.298,4394495.613,7103389.2,12511725.68,3192906.889,115860.1357,44025.33249,45592.01459,5918585.072,5500994.039,7852316.285,5780622.333,5748942.406,115860.1357,44025.33249,45592.01459,156.899,145.829,208.161,153.242,152.402,3.071,1.167,1.209
,C29 H57 N5 O4,64425.83712,2334053.677,8593854.45,6068236.072,5296381.621,5235591.386,6194213.033,4777894.862,6715148.403,12556129.63,2993734.044,183965.2145,53234.4194,45858.28571,5463954.063,5714902.21,7774931.838,5682308.846,5746521.632,183965.2145,53234.4194,45858.28571,117.48,122.876,167.169,122.175,123.556,3.955,1.145,0.986
,C31 H61 N5 O5,47002.0741,1694547.543,6986483.882,4155875.007,3756296.982,3776853.622,4253756.091,3862859.517,5027896.574,12603540.04,2214429.901,187942.0832,50712.64,41600.59634,4340515.713,4015304.857,7408984.968,3956085.994,4445378.045,187942.0832,50712.64,41600.59634,94.916,87.804,162.015,86.509,97.209,4.11,1.109,0.91
DL-Tryptophan,C11 H12 N2 O2,10127.35015,12848966.37,11051591.56,11107691.09,45099.67712,8429003.297,8064552.9,3478772.592,7816245.021,11231457.83,10065329.79,18341.93285,219240.2663,98800.23021,11950278.96,8246778.098,10648393.81,5576395.384,5647508.807,18341.93285,219240.2663,98800.23021,1190.036,821.233,1060.391,555.31,562.392,1.827,21.832,9.839
2-Acetamido-2-deoxy-D-gluconolactone,C8 H13 N O6,12534.14221,123919.7277,14871.1908,324220.7921,220657.545,12916824.91,9744543.82,91184.8564,117137.3813,5104182.884,389462.2567,24059930.09,92103.32465,39321.27942,69395.45926,11330684.37,2746822.571,272439.1685,104161.1189,24059930.09,92103.32465,39321.27942,5.717,933.478,226.297,22.445,8.581,1982.176,7.588,3.239
S-Lactoylglutathione,C13 H21 N3 O8 S,8859.857169,9939.678341,11614.40694,18104.02098,16568.31116,18234.92065,11398.14959,24031.74907,10496682.58,15486.84704,13502.14056,21206.67244,9450.46744,9171.865521,10777.04264,14816.53512,14494.4938,17336.16607,5260357.165,21206.67244,9450.46744,9171.865521,1.207,1.659,1.623,1.941,589.021,2.375,1.058,1.027
,C23 H27 N9 P2 S2,9635.734708,7328009.264,5417223.015,9498751.714,4648946.105,6072291.792,5203522.246,9720.428404,9603.029667,9163861.823,10290990.43,19707.7214,16404.07294,12893.23229,6372616.139,5637907.019,9727426.127,7073848.91,9661.729036,19707.7214,16404.07294,12893.23229,670.396,593.105,1023.32,744.165,1.016,2.073,1.726,1.356
5-Nitro-2-propoxyaniline,C9 H12 N2 O3,19845.38924,23461.48956,24394.85045,31730.8475,21911.83643,41467.33302,51206.43992,22235.2929,23418.60483,27870.99897,19173.98619,10177124.42,97756.76233,17557.51883,23928.17001,46336.88647,23522.49258,26821.34197,22826.94887,10177124.42,97756.76233,17557.51883,1.827,3.538,1.796,2.048,1.743,777.159,7.465,1.341
N(2)-succinyl-L-glutamic acid,C9 H13 N O7,9537.012188,1527022.883,546787.4696,8684383.078,6681041.156,925780.9063,873403.3862,9771.495045,9586.090308,4984923.837,3864189.051,2902176.875,270197.5859,42713.98472,1036905.176,899592.1463,4424556.444,7682712.117,9678.792676,2902176.875,270197.5859,42713.98472,108.331,93.985,462.258,802.655,1.011,303.206,28.229,4.463
"N1-(4-bromo-1H-pyrazol-5-yl)-2,2-dichloroacetamide",C5 H4 Br Cl2 N3 O,7199.973195,9919.324944,10078.31516,6397488.843,8837482.152,89600.04067,144613.5594,912507.4139,8957133.65,2731021.526,888640.1144,1128174.931,229027.2336,137563.6653,9998.82005,117106.8001,1809830.82,7617485.497,4934820.532,1128174.931,229027.2336,137563.6653,1.557,18.236,281.835,1186.227,768.471,175.684,35.665,21.422
N-Acetylneuraminic acid,C11 H19 N O9,4800.147692,8897608.803,4271325.799,2674636.596,535434.843,3049109.976,3154253.9,2802144.154,48472.89242,2130258.182,3184362.891,1735555.774,20035003.49,1770426.979,6584467.301,3101681.938,2657310.537,1605035.719,1425308.523,1735555.774,20035003.49,1770426.979,1462.755,689.046,590.328,356.562,316.636,385.558,4450.822,393.304
S-methylglutathione,C11 H19 N3 O6 S,6005.777166,6597959.229,8899485.943,671659.7998,737760.9355,400819.3098,450462.202,6487.809731,26631.21807,484019.8279,594053.5316,12286.06923,6153.730959,6067.408955,7748722.586,425640.7559,539036.6798,704710.3677,16559.5139,12286.06923,6153.730959,6067.408955,1256.899,69.042,87.436,114.309,2.686,1.993,0.998,0.984
,C18 H45 N7 O4,110938.7208,3899494.324,8925355.174,7607396.356,7302620.589,5850088.115,6496775.759,3998129.586,8772458.607,6113051.064,2826849.734,194931.2028,79168.14844,94354.43695,6412424.749,6173431.937,4469950.399,7455008.473,6385294.096,194931.2028,79168.14844,94354.43695,81.47,78.433,56.791,94.716,81.125,2.477,1.006,1.199
,C22 H44 N6 O4,68568.54337,1547583.194,4573563.969,3820384.416,3727397.823,2767340.083,3212414.97,4217065.561,5883846.681,8958565.601,1989380.621,40862.32567,33665.04527,15265.35959,3060573.581,2989877.526,5473973.111,3773891.12,5050456.121,40862.32567,33665.04527,15265.35959,146.297,142.917,261.658,180.394,241.414,1.953,1.609,0.73
,C18 H45 N7 O3,22298.71825,2770378.444,9044688.986,4807838.978,4851645.968,4077308.006,5665901.13,2931029.638,3913892.211,11167218.63,3204627.989,56404.93024,43269.39514,32156.35097,5907533.715,4871604.568,7185923.307,4829742.473,3422460.924,56404.93024,43269.39514,32156.35097,136.274,112.377,165.764,111.412,78.949,1.301,0.998,0.742
Arotinolol,C15 H21 N3 O2 S3,9794.213115,69576.35991,62892.70174,4076435.56,3039446.707,2237192.735,2251741.661,158541.6118,311092.1596,3432845.341,3573574.743,1265201.802,9083715.377,5129392.18,66234.53082,2244467.198,3503210.042,3557941.133,234816.8857,1265201.802,9083715.377,5129392.18,6.716,227.584,355.218,360.768,23.81,128.289,921.07,520.11
,C8 H9 N,6762.196494,14755095.16,11025788.05,22891837.19,74975.41604,15969200.42,13607027.57,2824264.581,9092636.306,21830307.43,20156855.8,3761155.726,400869.6979,389197.2613,12890441.61,14788113.99,20993581.61,11483406.3,5958450.443,3761155.726,400869.6979,389197.2613,1797.839,2062.509,2927.99,1601.599,831.029,524.571,55.91,54.282
Bucladesine,C18 H24 N5 O8 P,10366.30721,5053690.015,3936197.124,6550820.997,9195903.042,4741878.555,5483039.5,18136.01659,54744.26968,6322164.639,5113249.04,22093.61719,10979.16025,10453.11104,4494943.569,5112459.027,5717706.839,7873362.019,36440.14314,22093.61719,10979.16025,10453.11104,423.861,482.091,539.164,742.436,3.436,2.083,1.035,0.986
(9Z)-9-Octadecenamide,C18 H35 N O,163848.4713,1357356.469,1585771.657,3222004.216,5058324.601,1089071.107,1816213.8,9262653.036,7653587.527,3714837.011,1520746.985,330892.3774,148808.2099,167633.9319,1471564.063,1452642.453,2617791.998,4140164.408,8458120.282,330892.3774,148808.2099,167633.9319,14.444,14.258,25.695,40.638,83.021,3.248,1.461,1.645
Picolinamide,C6 H6 N2 O,9637.560539,142375.6611,159451.7053,309520.9321,291448.5724,205677.5349,161546.1346,775215.003,9269304.246,227856.4308,317077.5238,107672.4127,69662.88591,48385.78652,150913.6832,183611.8348,272466.9773,300484.7523,5022259.624,107672.4127,69662.88591,48385.78652,2.818,3.428,5.087,5.61,93.767,2.01,1.301,0.903
,C24 H33 N O6,1518711.558,6943861.254,5827390.698,9097149.249,11872090.72,9160498.934,7636587.066,5790043.657,9287837.395,8580548.624,10743156.82,4916857.467,2052885.054,7076086.719,6385625.976,8398543,9661852.722,10484619.98,7538940.526,4916857.467,2052885.054,7076086.719,1.49,1.96,2.255,2.447,1.759,1.147,0.479,1.651
,C4 H5 N7 O4,34399.33532,2550778.705,2599689.612,23462135.73,9368766.388,12274457.34,12798371.9,24217438.17,6011126.794,19331586.38,21763455.32,23146107.7,51183463.39,7739133.377,2575234.158,12536414.62,20547520.85,16415451.06,15114282.48,23146107.7,51183463.39,7739133.377,422.518,2056.847,3371.228,2693.28,2479.797,3797.577,8397.661,1269.758
Adenine,C5 H5 N5,132845.0344,978762.4427,1209748.113,1311129.13,1453923.174,565681.6088,398260.8294,1086757.591,9484652.013,655134.8435,715031.3382,86835.77391,105630.2956,103629.1515,1094255.278,481971.2191,685083.0908,1382526.152,5285704.802,86835.77391,105630.2956,103629.1515,12.218,5.381,7.649,15.436,59.016,0.97,1.179,1.157
glu-thr,C9 H16 N2 O6,7157.839668,227239.5346,205716.4822,837771.5777,462534.686,725340.9117,993179.6371,1362530.369,9490335.555,358508.1344,297940.6916,99593.80357,19208.58113,7958.261867,216478.0084,859260.2744,328224.413,650153.1319,5426432.962,99593.80357,19208.58113,7958.261867,31.925,126.72,48.405,95.882,800.269,14.688,2.833,1.174
2-Methylbutyrylglycine,C7 H13 N O3,13949.6593,257896.0074,332865.6147,401475.0908,374889.4706,263537.7529,284989.0171,454259.355,298103.3285,256768.9017,322090.3684,9567270.166,397279.9892,37481.97034,295380.8111,274263.385,289429.635,388182.2807,376181.3418,9567270.166,397279.9892,37481.97034,7.89,7.326,7.731,10.369,10.049,255.563,10.612,1.001
gamma-Glutamyl-S-(hydroxymethyl)cysteinylglycine,C11 H19 N3 O7 S,5532.854809,1227614.75,1306996.302,6020254.814,4155449.486,1993787.862,2794930.524,9923.503489,1117514.294,4355664.317,9582606.868,33331.08048,5946.607413,5707.554443,1267305.526,2394359.193,6969135.592,5087852.15,563718.8986,33331.08048,5946.607413,5707.554443,231.43,437.248,1272.674,929.122,102.944,6.087,1.086,1.042
Adenylthiomethylpentose,C11 H15 N5 O3 S,9224.916408,9148486.424,9810650.027,3121080.246,46169.09356,399276.5111,46039.37087,9451.725886,11897.68342,28444.78914,28035.62925,18470.82697,41809.44021,41316.18276,9479568.226,222657.941,28240.20919,1583624.67,10674.70465,18470.82697,41809.44021,41316.18276,1023.889,24.049,3.05,171.047,1.153,1.995,4.516,4.463
Piperidine,C5 H11 N,7359.183251,8178672.628,6068387.151,5407177.57,6898690.741,9868979.374,8178550.97,2223504.761,2405005.551,7486284.361,6860544.252,1367133.806,394254.5131,236610.9767,7123529.889,9023765.172,7173414.307,6152934.155,2314255.156,1367133.806,394254.5131,236610.9767,866.64,1097.82,872.708,748.558,281.549,166.324,47.964,28.786
Pyridoxal 5'-phosphate,C8 H10 N O6 P,13331.97047,75807.86815,63464.97495,9876049.985,601025.2283,84341.89094,65051.92311,16151.73254,21281.46928,71413.80181,74215.76098,15778.07236,13350.21052,19140.19443,69636.42155,74696.90703,72814.7814,5238537.607,18716.60091,15778.07236,13350.21052,19140.19443,5.366,5.756,5.611,403.659,1.442,1.216,1.029,1.475
